profile,context,term,obligation,note
RO-Crate 1.2 context,,http://schema.org/MedicalSymptom,named in context,MedicalSymptom
RO-Crate 1.2 context,,http://schema.org/MedicalTest,named in context,MedicalTest
RO-Crate 1.2 context,,http://schema.org/MedicalTestPanel,named in context,MedicalTestPanel
RO-Crate 1.2 context,,http://schema.org/MedicalTherapy,named in context,MedicalTherapy
RO-Crate 1.2 context,,http://schema.org/MedicalTrial,named in context,MedicalTrial
RO-Crate 1.2 context,,http://schema.org/MedicalTrialDesign,named in context,MedicalTrialDesign
RO-Crate 1.2 context,,http://schema.org/MedicalWebPage,named in context,MedicalWebPage
RO-Crate 1.2 context,,http://schema.org/MedicineSystem,named in context,MedicineSystem
RO-Crate 1.2 context,,http://schema.org/MeetingRoom,named in context,MeetingRoom
RO-Crate 1.2 context,,http://schema.org/MensClothingStore,named in context,MensClothingStore
RO-Crate 1.2 context,,http://schema.org/Menu,named in context,Menu
RO-Crate 1.2 context,,http://schema.org/MenuItem,named in context,MenuItem
RO-Crate 1.2 context,,http://schema.org/MenuSection,named in context,MenuSection
RO-Crate 1.2 context,,http://schema.org/MerchantReturnEnumeration,named in context,MerchantReturnEnumeration
RO-Crate 1.2 context,,http://schema.org/MerchantReturnFiniteReturnWindow,named in context,MerchantReturnFiniteReturnWindow
RO-Crate 1.2 context,,http://schema.org/MerchantReturnNotPermitted,named in context,MerchantReturnNotPermitted
RO-Crate 1.2 context,,http://schema.org/MerchantReturnPolicy,named in context,MerchantReturnPolicy
RO-Crate 1.2 context,,http://schema.org/MerchantReturnPolicySeasonalOverride,named in context,MerchantReturnPolicySeasonalOverride
RO-Crate 1.2 context,,http://schema.org/MerchantReturnUnlimitedWindow,named in context,MerchantReturnUnlimitedWindow
RO-Crate 1.2 context,,http://schema.org/MerchantReturnUnspecified,named in context,MerchantReturnUnspecified
RO-Crate 1.2 context,,http://schema.org/Message,named in context,Message
RO-Crate 1.2 context,,http://schema.org/MiddleSchool,named in context,MiddleSchool
RO-Crate 1.2 context,,http://schema.org/Midwifery,named in context,Midwifery
RO-Crate 1.2 context,,http://schema.org/MinimumAdvertisedPrice,named in context,MinimumAdvertisedPrice
RO-Crate 1.2 context,,http://schema.org/MisconceptionsHealthAspect,named in context,MisconceptionsHealthAspect
RO-Crate 1.2 context,,http://schema.org/MixedEventAttendanceMode,named in context,MixedEventAttendanceMode
RO-Crate 1.2 context,,http://schema.org/MixtapeAlbum,named in context,MixtapeAlbum
RO-Crate 1.2 context,,http://schema.org/MobileApplication,named in context,MobileApplication
RO-Crate 1.2 context,,http://schema.org/MobilePhoneStore,named in context,MobilePhoneStore
RO-Crate 1.2 context,,http://schema.org/MobileWebPlatform,named in context,MobileWebPlatform
RO-Crate 1.2 context,,http://schema.org/MolecularEntity,named in context,MolecularEntity
RO-Crate 1.2 context,,http://schema.org/Monday,named in context,Monday
RO-Crate 1.2 context,,http://schema.org/MonetaryAmount,named in context,MonetaryAmount
RO-Crate 1.2 context,,http://schema.org/MonetaryAmountDistribution,named in context,MonetaryAmountDistribution
RO-Crate 1.2 context,,http://schema.org/MonetaryGrant,named in context,MonetaryGrant
RO-Crate 1.2 context,,http://schema.org/MoneyTransfer,named in context,MoneyTransfer
RO-Crate 1.2 context,,http://schema.org/MortgageLoan,named in context,MortgageLoan
RO-Crate 1.2 context,,http://schema.org/Mosque,named in context,Mosque
RO-Crate 1.2 context,,http://schema.org/Motel,named in context,Motel
RO-Crate 1.2 context,,http://schema.org/Motorcycle,named in context,Motorcycle
RO-Crate 1.2 context,,http://schema.org/MotorcycleDealer,named in context,MotorcycleDealer
RO-Crate 1.2 context,,http://schema.org/MotorcycleRepair,named in context,MotorcycleRepair
RO-Crate 1.2 context,,http://schema.org/MotorizedBicycle,named in context,MotorizedBicycle
RO-Crate 1.2 context,,http://schema.org/Mountain,named in context,Mountain
RO-Crate 1.2 context,,http://schema.org/MoveAction,named in context,MoveAction
RO-Crate 1.2 context,,http://schema.org/Movie,named in context,Movie
RO-Crate 1.2 context,,http://schema.org/MovieClip,named in context,MovieClip
RO-Crate 1.2 context,,http://schema.org/MovieRentalStore,named in context,MovieRentalStore
RO-Crate 1.2 context,,http://schema.org/MovieSeries,named in context,MovieSeries
RO-Crate 1.2 context,,http://schema.org/MovieTheater,named in context,MovieTheater
RO-Crate 1.2 context,,http://schema.org/MovingCompany,named in context,MovingCompany
RO-Crate 1.2 context,,http://schema.org/MultiCenterTrial,named in context,MultiCenterTrial
RO-Crate 1.2 context,,http://schema.org/MultiPlayer,named in context,MultiPlayer
RO-Crate 1.2 context,,http://schema.org/MulticellularParasite,named in context,MulticellularParasite
RO-Crate 1.2 context,,http://schema.org/Muscle,named in context,Muscle
RO-Crate 1.2 context,,http://schema.org/Musculoskeletal,named in context,Musculoskeletal
RO-Crate 1.2 context,,http://schema.org/MusculoskeletalExam,named in context,MusculoskeletalExam
RO-Crate 1.2 context,,http://schema.org/Museum,named in context,Museum
RO-Crate 1.2 context,,http://schema.org/MusicAlbum,named in context,MusicAlbum
RO-Crate 1.2 context,,http://schema.org/MusicAlbumProductionType,named in context,MusicAlbumProductionType
RO-Crate 1.2 context,,http://schema.org/MusicAlbumReleaseType,named in context,MusicAlbumReleaseType
RO-Crate 1.2 context,,http://schema.org/MusicComposition,named in context,MusicComposition
RO-Crate 1.2 context,,http://schema.org/MusicEvent,named in context,MusicEvent
RO-Crate 1.2 context,,http://schema.org/MusicGroup,named in context,MusicGroup
RO-Crate 1.2 context,,http://schema.org/MusicPlaylist,named in context,MusicPlaylist
RO-Crate 1.2 context,,http://schema.org/MusicRecording,named in context,MusicRecording
RO-Crate 1.2 context,,http://schema.org/MusicRelease,named in context,MusicRelease
RO-Crate 1.2 context,,http://schema.org/MusicReleaseFormatType,named in context,MusicReleaseFormatType
RO-Crate 1.2 context,,http://schema.org/MusicStore,named in context,MusicStore
RO-Crate 1.2 context,,http://schema.org/MusicVenue,named in context,MusicVenue
RO-Crate 1.2 context,,http://schema.org/MusicVideoObject,named in context,MusicVideoObject
RO-Crate 1.2 context,,http://schema.org/NGO,named in context,NGO
RO-Crate 1.2 context,,http://schema.org/NLNonprofitType,named in context,NLNonprofitType
RO-Crate 1.2 context,,http://schema.org/NailSalon,named in context,NailSalon
RO-Crate 1.2 context,,http://schema.org/NarcoticConsideration,named in context,NarcoticConsideration
RO-Crate 1.2 context,,http://schema.org/Neck,named in context,Neck
RO-Crate 1.2 context,,http://schema.org/Nerve,named in context,Nerve
RO-Crate 1.2 context,,http://schema.org/Neuro,named in context,Neuro
RO-Crate 1.2 context,,http://schema.org/Neurologic,named in context,Neurologic
RO-Crate 1.2 context,,http://schema.org/NewCondition,named in context,NewCondition
RO-Crate 1.2 context,,http://schema.org/NewsArticle,named in context,NewsArticle
RO-Crate 1.2 context,,http://schema.org/NewsMediaOrganization,named in context,NewsMediaOrganization
RO-Crate 1.2 context,,http://schema.org/Newspaper,named in context,Newspaper
RO-Crate 1.2 context,,http://schema.org/NightClub,named in context,NightClub
RO-Crate 1.2 context,,http://schema.org/NoninvasiveProcedure,named in context,NoninvasiveProcedure
RO-Crate 1.2 context,,http://schema.org/Nonprofit501a,named in context,Nonprofit501a
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c1,named in context,Nonprofit501c1
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c10,named in context,Nonprofit501c10
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c11,named in context,Nonprofit501c11
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c12,named in context,Nonprofit501c12
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c13,named in context,Nonprofit501c13
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c14,named in context,Nonprofit501c14
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c15,named in context,Nonprofit501c15
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c16,named in context,Nonprofit501c16
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c17,named in context,Nonprofit501c17
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c18,named in context,Nonprofit501c18
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c19,named in context,Nonprofit501c19
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c2,named in context,Nonprofit501c2
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c20,named in context,Nonprofit501c20
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c21,named in context,Nonprofit501c21
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c22,named in context,Nonprofit501c22
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c23,named in context,Nonprofit501c23
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c24,named in context,Nonprofit501c24
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c25,named in context,Nonprofit501c25
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c26,named in context,Nonprofit501c26
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c27,named in context,Nonprofit501c27
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c28,named in context,Nonprofit501c28
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c3,named in context,Nonprofit501c3
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c4,named in context,Nonprofit501c4
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c5,named in context,Nonprofit501c5
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c6,named in context,Nonprofit501c6
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c7,named in context,Nonprofit501c7
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c8,named in context,Nonprofit501c8
RO-Crate 1.2 context,,http://schema.org/Nonprofit501c9,named in context,Nonprofit501c9
RO-Crate 1.2 context,,http://schema.org/Nonprofit501d,named in context,Nonprofit501d
RO-Crate 1.2 context,,http://schema.org/Nonprofit501e,named in context,Nonprofit501e
RO-Crate 1.2 context,,http://schema.org/Nonprofit501f,named in context,Nonprofit501f
RO-Crate 1.2 context,,http://schema.org/Nonprofit501k,named in context,Nonprofit501k
RO-Crate 1.2 context,,http://schema.org/Nonprofit501n,named in context,Nonprofit501n
RO-Crate 1.2 context,,http://schema.org/Nonprofit501q,named in context,Nonprofit501q
RO-Crate 1.2 context,,http://schema.org/Nonprofit527,named in context,Nonprofit527
RO-Crate 1.2 context,,http://schema.org/NonprofitANBI,named in context,NonprofitANBI
RO-Crate 1.2 context,,http://schema.org/NonprofitSBBI,named in context,NonprofitSBBI
RO-Crate 1.2 context,,http://schema.org/NonprofitType,named in context,NonprofitType
RO-Crate 1.2 context,,http://schema.org/Nose,named in context,Nose
RO-Crate 1.2 context,,http://schema.org/NotInForce,named in context,NotInForce
RO-Crate 1.2 context,,http://schema.org/NotYetRecruiting,named in context,NotYetRecruiting
RO-Crate 1.2 context,,http://schema.org/Notary,named in context,Notary
RO-Crate 1.2 context,,http://schema.org/NoteDigitalDocument,named in context,NoteDigitalDocument
RO-Crate 1.2 context,,http://schema.org/Number,named in context,Number
RO-Crate 1.2 context,,http://schema.org/Nursing,named in context,Nursing
RO-Crate 1.2 context,,http://schema.org/NutritionInformation,named in context,NutritionInformation
RO-Crate 1.2 context,,http://schema.org/OTC,named in context,OTC
RO-Crate 1.2 context,,http://schema.org/Observation,named in context,Observation
RO-Crate 1.2 context,,http://schema.org/Observational,named in context,Observational
RO-Crate 1.2 context,,http://schema.org/Obstetric,named in context,Obstetric
RO-Crate 1.2 context,,http://schema.org/Occupation,named in context,Occupation
RO-Crate 1.2 context,,http://schema.org/OccupationalActivity,named in context,OccupationalActivity
RO-Crate 1.2 context,,http://schema.org/OccupationalExperienceRequirements,named in context,OccupationalExperienceRequirements
RO-Crate 1.2 context,,http://schema.org/OccupationalTherapy,named in context,OccupationalTherapy
RO-Crate 1.2 context,,http://schema.org/OceanBodyOfWater,named in context,OceanBodyOfWater
RO-Crate 1.2 context,,http://schema.org/Offer,named in context,Offer
RO-Crate 1.2 context,,http://schema.org/OfferCatalog,named in context,OfferCatalog
RO-Crate 1.2 context,,http://schema.org/OfferForLease,named in context,OfferForLease
RO-Crate 1.2 context,,http://schema.org/OfferForPurchase,named in context,OfferForPurchase
RO-Crate 1.2 context,,http://schema.org/OfferItemCondition,named in context,OfferItemCondition
RO-Crate 1.2 context,,http://schema.org/OfferShippingDetails,named in context,OfferShippingDetails
RO-Crate 1.2 context,,http://schema.org/OfficeEquipmentStore,named in context,OfficeEquipmentStore
RO-Crate 1.2 context,,http://schema.org/OfficialLegalValue,named in context,OfficialLegalValue
RO-Crate 1.2 context,,http://schema.org/OfflineEventAttendanceMode,named in context,OfflineEventAttendanceMode
RO-Crate 1.2 context,,http://schema.org/OfflinePermanently,named in context,OfflinePermanently
RO-Crate 1.2 context,,http://schema.org/OfflineTemporarily,named in context,OfflineTemporarily
RO-Crate 1.2 context,,http://schema.org/OnDemandEvent,named in context,OnDemandEvent
RO-Crate 1.2 context,,http://schema.org/OnSitePickup,named in context,OnSitePickup
RO-Crate 1.2 context,,http://schema.org/Oncologic,named in context,Oncologic
RO-Crate 1.2 context,,http://schema.org/OneTimePayments,named in context,OneTimePayments
RO-Crate 1.2 context,,http://schema.org/Online,named in context,Online
RO-Crate 1.2 context,,http://schema.org/OnlineBusiness,named in context,OnlineBusiness
RO-Crate 1.2 context,,http://schema.org/OnlineEventAttendanceMode,named in context,OnlineEventAttendanceMode
RO-Crate 1.2 context,,http://schema.org/OnlineFull,named in context,OnlineFull
RO-Crate 1.2 context,,http://schema.org/OnlineOnly,named in context,OnlineOnly
RO-Crate 1.2 context,,http://schema.org/OnlineStore,named in context,OnlineStore
RO-Crate 1.2 context,,http://schema.org/OpenTrial,named in context,OpenTrial
RO-Crate 1.2 context,,http://schema.org/OpeningHoursSpecification,named in context,OpeningHoursSpecification
RO-Crate 1.2 context,,http://schema.org/OpinionNewsArticle,named in context,OpinionNewsArticle
RO-Crate 1.2 context,,http://schema.org/Optician,named in context,Optician
RO-Crate 1.2 context,,http://schema.org/Optometric,named in context,Optometric
RO-Crate 1.2 context,,http://schema.org/Order,named in context,Order
RO-Crate 1.2 context,,http://schema.org/OrderAction,named in context,OrderAction
RO-Crate 1.2 context,,http://schema.org/OrderCancelled,named in context,OrderCancelled
RO-Crate 1.2 context,,http://schema.org/OrderDelivered,named in context,OrderDelivered
RO-Crate 1.2 context,,http://schema.org/OrderInTransit,named in context,OrderInTransit
RO-Crate 1.2 context,,http://schema.org/OrderItem,named in context,OrderItem
RO-Crate 1.2 context,,http://schema.org/OrderPaymentDue,named in context,OrderPaymentDue
RO-Crate 1.2 context,,http://schema.org/OrderPickupAvailable,named in context,OrderPickupAvailable
RO-Crate 1.2 context,,http://schema.org/OrderProblem,named in context,OrderProblem
RO-Crate 1.2 context,,http://schema.org/OrderProcessing,named in context,OrderProcessing
RO-Crate 1.2 context,,http://schema.org/OrderReturned,named in context,OrderReturned
RO-Crate 1.2 context,,http://schema.org/OrderStatus,named in context,OrderStatus
RO-Crate 1.2 context,,http://schema.org/Organization,named in context,Organization
RO-Crate 1.2 context,,http://schema.org/OrganizationRole,named in context,OrganizationRole
RO-Crate 1.2 context,,http://schema.org/OrganizeAction,named in context,OrganizeAction
RO-Crate 1.2 context,,http://schema.org/OriginalMediaContent,named in context,OriginalMediaContent
RO-Crate 1.2 context,,http://schema.org/OriginalShippingFees,named in context,OriginalShippingFees
RO-Crate 1.2 context,,http://schema.org/Osteopathic,named in context,Osteopathic
RO-Crate 1.2 context,,http://schema.org/Otolaryngologic,named in context,Otolaryngologic
RO-Crate 1.2 context,,http://schema.org/OutOfStock,named in context,OutOfStock
RO-Crate 1.2 context,,http://schema.org/OutletStore,named in context,OutletStore
RO-Crate 1.2 context,,http://schema.org/OverviewHealthAspect,named in context,OverviewHealthAspect
RO-Crate 1.2 context,,http://schema.org/OwnershipInfo,named in context,OwnershipInfo
RO-Crate 1.2 context,,http://schema.org/PET,named in context,PET
RO-Crate 1.2 context,,http://schema.org/PaidLeave,named in context,PaidLeave
RO-Crate 1.2 context,,http://schema.org/PaintAction,named in context,PaintAction
RO-Crate 1.2 context,,http://schema.org/Painting,named in context,Painting
RO-Crate 1.2 context,,http://schema.org/PalliativeProcedure,named in context,PalliativeProcedure
RO-Crate 1.2 context,,http://schema.org/Paperback,named in context,Paperback
RO-Crate 1.2 context,,http://schema.org/ParcelDelivery,named in context,ParcelDelivery
RO-Crate 1.2 context,,http://schema.org/ParcelService,named in context,ParcelService
RO-Crate 1.2 context,,http://schema.org/ParentAudience,named in context,ParentAudience
RO-Crate 1.2 context,,http://schema.org/ParentalSupport,named in context,ParentalSupport
RO-Crate 1.2 context,,http://schema.org/Park,named in context,Park
RO-Crate 1.2 context,,http://schema.org/ParkingFacility,named in context,ParkingFacility
RO-Crate 1.2 context,,http://schema.org/ParkingMap,named in context,ParkingMap
RO-Crate 1.2 context,,http://schema.org/PartiallyInForce,named in context,PartiallyInForce
RO-Crate 1.2 context,,http://schema.org/Pathology,named in context,Pathology
RO-Crate 1.2 context,,http://schema.org/PathologyTest,named in context,PathologyTest
RO-Crate 1.2 context,,http://schema.org/Patient,named in context,Patient
RO-Crate 1.2 context,,http://schema.org/PatientExperienceHealthAspect,named in context,PatientExperienceHealthAspect
RO-Crate 1.2 context,,http://schema.org/PawnShop,named in context,PawnShop
RO-Crate 1.2 context,,http://schema.org/PayAction,named in context,PayAction
RO-Crate 1.2 context,,http://schema.org/PaymentAutomaticallyApplied,named in context,PaymentAutomaticallyApplied
RO-Crate 1.2 context,,http://schema.org/PaymentCard,named in context,PaymentCard
RO-Crate 1.2 context,,http://schema.org/PaymentChargeSpecification,named in context,PaymentChargeSpecification
RO-Crate 1.2 context,,http://schema.org/PaymentComplete,named in context,PaymentComplete
RO-Crate 1.2 context,,http://schema.org/PaymentDeclined,named in context,PaymentDeclined
RO-Crate 1.2 context,,http://schema.org/PaymentDue,named in context,PaymentDue
RO-Crate 1.2 context,,http://schema.org/PaymentMethod,named in context,PaymentMethod
RO-Crate 1.2 context,,http://schema.org/PaymentPastDue,named in context,PaymentPastDue
RO-Crate 1.2 context,,http://schema.org/PaymentService,named in context,PaymentService
RO-Crate 1.2 context,,http://schema.org/PaymentStatusType,named in context,PaymentStatusType
RO-Crate 1.2 context,,http://schema.org/Pediatric,named in context,Pediatric
RO-Crate 1.2 context,,http://schema.org/PeopleAudience,named in context,PeopleAudience
RO-Crate 1.2 context,,http://schema.org/PercutaneousProcedure,named in context,PercutaneousProcedure
RO-Crate 1.2 context,,http://schema.org/PerformAction,named in context,PerformAction
RO-Crate 1.2 context,,http://schema.org/PerformanceRole,named in context,PerformanceRole
RO-Crate 1.2 context,,http://schema.org/PerformingArtsTheater,named in context,PerformingArtsTheater
RO-Crate 1.2 context,,http://schema.org/PerformingGroup,named in context,PerformingGroup
RO-Crate 1.2 context,,http://schema.org/Periodical,named in context,Periodical
RO-Crate 1.2 context,,http://schema.org/Permit,named in context,Permit
RO-Crate 1.2 context,,http://schema.org/Person,named in context,Person
RO-Crate 1.2 context,,http://schema.org/PetStore,named in context,PetStore
RO-Crate 1.2 context,,http://schema.org/Pharmacy,named in context,Pharmacy
RO-Crate 1.2 context,,http://schema.org/PharmacySpecialty,named in context,PharmacySpecialty
RO-Crate 1.2 context,,http://schema.org/Photograph,named in context,Photograph
RO-Crate 1.2 context,,http://schema.org/PhotographAction,named in context,PhotographAction
RO-Crate 1.2 context,,http://schema.org/PhysicalActivity,named in context,PhysicalActivity
RO-Crate 1.2 context,,http://schema.org/PhysicalActivityCategory,named in context,PhysicalActivityCategory
RO-Crate 1.2 context,,http://schema.org/PhysicalExam,named in context,PhysicalExam
RO-Crate 1.2 context,,http://schema.org/PhysicalTherapy,named in context,PhysicalTherapy
RO-Crate 1.2 context,,http://schema.org/Physician,named in context,Physician
RO-Crate 1.2 context,,http://schema.org/Physiotherapy,named in context,Physiotherapy
RO-Crate 1.2 context,,http://schema.org/Place,named in context,Place
RO-Crate 1.2 context,,http://schema.org/PlaceOfWorship,named in context,PlaceOfWorship
RO-Crate 1.2 context,,http://schema.org/PlaceboControlledTrial,named in context,PlaceboControlledTrial
RO-Crate 1.2 context,,http://schema.org/PlanAction,named in context,PlanAction
RO-Crate 1.2 context,,http://schema.org/PlasticSurgery,named in context,PlasticSurgery
RO-Crate 1.2 context,,http://schema.org/Play,named in context,Play
RO-Crate 1.2 context,,http://schema.org/PlayAction,named in context,PlayAction
RO-Crate 1.2 context,,http://schema.org/PlayGameAction,named in context,PlayGameAction
RO-Crate 1.2 context,,http://schema.org/Playground,named in context,Playground
RO-Crate 1.2 context,,http://schema.org/Plumber,named in context,Plumber
RO-Crate 1.2 context,,http://schema.org/PodcastEpisode,named in context,PodcastEpisode
RO-Crate 1.2 context,,http://schema.org/PodcastSeason,named in context,PodcastSeason
RO-Crate 1.2 context,,http://schema.org/PodcastSeries,named in context,PodcastSeries
RO-Crate 1.2 context,,http://schema.org/Podiatric,named in context,Podiatric
RO-Crate 1.2 context,,http://schema.org/PoliceStation,named in context,PoliceStation
RO-Crate 1.2 context,,http://schema.org/PoliticalParty,named in context,PoliticalParty
RO-Crate 1.2 context,,http://schema.org/Pond,named in context,Pond
RO-Crate 1.2 context,,http://schema.org/PostOffice,named in context,PostOffice
RO-Crate 1.2 context,,http://schema.org/PostalAddress,named in context,PostalAddress
RO-Crate 1.2 context,,http://schema.org/PostalCodeRangeSpecification,named in context,PostalCodeRangeSpecification
RO-Crate 1.2 context,,http://schema.org/Poster,named in context,Poster
RO-Crate 1.2 context,,http://schema.org/PotentialActionStatus,named in context,PotentialActionStatus
RO-Crate 1.2 context,,http://schema.org/PreOrder,named in context,PreOrder
RO-Crate 1.2 context,,http://schema.org/PreOrderAction,named in context,PreOrderAction
RO-Crate 1.2 context,,http://schema.org/PreSale,named in context,PreSale
RO-Crate 1.2 context,,http://schema.org/PregnancyHealthAspect,named in context,PregnancyHealthAspect
RO-Crate 1.2 context,,http://schema.org/PrependAction,named in context,PrependAction
RO-Crate 1.2 context,,http://schema.org/Preschool,named in context,Preschool
RO-Crate 1.2 context,,http://schema.org/PrescriptionOnly,named in context,PrescriptionOnly
RO-Crate 1.2 context,,http://schema.org/PresentationDigitalDocument,named in context,PresentationDigitalDocument
RO-Crate 1.2 context,,http://schema.org/PreventionHealthAspect,named in context,PreventionHealthAspect
RO-Crate 1.2 context,,http://schema.org/PreventionIndication,named in context,PreventionIndication
RO-Crate 1.2 context,,http://schema.org/PriceComponentTypeEnumeration,named in context,PriceComponentTypeEnumeration
RO-Crate 1.2 context,,http://schema.org/PriceSpecification,named in context,PriceSpecification
RO-Crate 1.2 context,,http://schema.org/PriceTypeEnumeration,named in context,PriceTypeEnumeration
RO-Crate 1.2 context,,http://schema.org/PrimaryCare,named in context,PrimaryCare
RO-Crate 1.2 context,,http://schema.org/Prion,named in context,Prion
RO-Crate 1.2 context,,http://schema.org/Product,named in context,Product
RO-Crate 1.2 context,,http://schema.org/ProductCollection,named in context,ProductCollection
RO-Crate 1.2 context,,http://schema.org/ProductGroup,named in context,ProductGroup
RO-Crate 1.2 context,,http://schema.org/ProductModel,named in context,ProductModel
RO-Crate 1.2 context,,http://schema.org/ProductReturnEnumeration,named in context,ProductReturnEnumeration
RO-Crate 1.2 context,,http://schema.org/ProductReturnFiniteReturnWindow,named in context,ProductReturnFiniteReturnWindow
RO-Crate 1.2 context,,http://schema.org/ProductReturnNotPermitted,named in context,ProductReturnNotPermitted
RO-Crate 1.2 context,,http://schema.org/ProductReturnPolicy,named in context,ProductReturnPolicy
RO-Crate 1.2 context,,http://schema.org/ProductReturnUnlimitedWindow,named in context,ProductReturnUnlimitedWindow
RO-Crate 1.2 context,,http://schema.org/ProductReturnUnspecified,named in context,ProductReturnUnspecified
RO-Crate 1.2 context,,http://schema.org/ProfessionalService,named in context,ProfessionalService
RO-Crate 1.2 context,,http://schema.org/ProfilePage,named in context,ProfilePage
RO-Crate 1.2 context,,http://schema.org/PrognosisHealthAspect,named in context,PrognosisHealthAspect
RO-Crate 1.2 context,,http://schema.org/ProgramMembership,named in context,ProgramMembership
RO-Crate 1.2 context,,http://schema.org/Project,named in context,Project
RO-Crate 1.2 context,,http://schema.org/PronounceableText,named in context,PronounceableText
RO-Crate 1.2 context,,http://schema.org/Property,named in context,Property
RO-Crate 1.2 context,,http://schema.org/PropertyValue,named in context,PropertyValue
RO-Crate 1.2 context,,http://schema.org/PropertyValueSpecification,named in context,PropertyValueSpecification
RO-Crate 1.2 context,,http://schema.org/Protein,named in context,Protein
RO-Crate 1.2 context,,http://schema.org/Protozoa,named in context,Protozoa
RO-Crate 1.2 context,,http://schema.org/Psychiatric,named in context,Psychiatric
RO-Crate 1.2 context,,http://schema.org/PsychologicalTreatment,named in context,PsychologicalTreatment
RO-Crate 1.2 context,,http://schema.org/PublicHealth,named in context,PublicHealth
RO-Crate 1.2 context,,http://schema.org/PublicHolidays,named in context,PublicHolidays
RO-Crate 1.2 context,,http://schema.org/PublicSwimmingPool,named in context,PublicSwimmingPool
RO-Crate 1.2 context,,http://schema.org/PublicToilet,named in context,PublicToilet
RO-Crate 1.2 context,,http://schema.org/PublicationEvent,named in context,PublicationEvent
RO-Crate 1.2 context,,http://schema.org/PublicationIssue,named in context,PublicationIssue
RO-Crate 1.2 context,,http://schema.org/PublicationVolume,named in context,PublicationVolume
RO-Crate 1.2 context,,http://schema.org/Pulmonary,named in context,Pulmonary
RO-Crate 1.2 context,,http://schema.org/QAPage,named in context,QAPage
RO-Crate 1.2 context,,http://schema.org/QualitativeValue,named in context,QualitativeValue
RO-Crate 1.2 context,,http://schema.org/QuantitativeValue,named in context,QuantitativeValue
RO-Crate 1.2 context,,http://schema.org/QuantitativeValueDistribution,named in context,QuantitativeValueDistribution
RO-Crate 1.2 context,,http://schema.org/Quantity,named in context,Quantity
RO-Crate 1.2 context,,http://schema.org/Question,named in context,Question
RO-Crate 1.2 context,,http://schema.org/Quiz,named in context,Quiz
RO-Crate 1.2 context,,http://schema.org/Quotation,named in context,Quotation
RO-Crate 1.2 context,,http://schema.org/QuoteAction,named in context,QuoteAction
RO-Crate 1.2 context,,http://schema.org/RVPark,named in context,RVPark
RO-Crate 1.2 context,,http://schema.org/RadiationTherapy,named in context,RadiationTherapy
RO-Crate 1.2 context,,http://schema.org/RadioBroadcastService,named in context,RadioBroadcastService
RO-Crate 1.2 context,,http://schema.org/RadioChannel,named in context,RadioChannel
RO-Crate 1.2 context,,http://schema.org/RadioClip,named in context,RadioClip
RO-Crate 1.2 context,,http://schema.org/RadioEpisode,named in context,RadioEpisode
RO-Crate 1.2 context,,http://schema.org/RadioSeason,named in context,RadioSeason
RO-Crate 1.2 context,,http://schema.org/RadioSeries,named in context,RadioSeries
RO-Crate 1.2 context,,http://schema.org/RadioStation,named in context,RadioStation
RO-Crate 1.2 context,,http://schema.org/Radiography,named in context,Radiography
RO-Crate 1.2 context,,http://schema.org/RandomizedTrial,named in context,RandomizedTrial
RO-Crate 1.2 context,,http://schema.org/Rating,named in context,Rating
RO-Crate 1.2 context,,http://schema.org/ReactAction,named in context,ReactAction
RO-Crate 1.2 context,,http://schema.org/ReadAction,named in context,ReadAction
RO-Crate 1.2 context,,http://schema.org/ReadPermission,named in context,ReadPermission
RO-Crate 1.2 context,,http://schema.org/RealEstateAgent,named in context,RealEstateAgent
RO-Crate 1.2 context,,http://schema.org/RealEstateListing,named in context,RealEstateListing
RO-Crate 1.2 context,,http://schema.org/RearWheelDriveConfiguration,named in context,RearWheelDriveConfiguration
RO-Crate 1.2 context,,http://schema.org/ReceiveAction,named in context,ReceiveAction
RO-Crate 1.2 context,,http://schema.org/Recipe,named in context,Recipe
RO-Crate 1.2 context,,http://schema.org/Recommendation,named in context,Recommendation
